pd_itm_no,pd_itm_no_ma,pd_grp_no,pd_abrv_nm,lseg_key,ter,replication,base_market,base_asset,hedge_type,charge_rt_final,charge_rt_source
KR7462540006,A462540,ETF,SOL 25-09 회사채(AA-이상)액티브,462540,,,,,,,
KR7463050005,A463050,ETF,TIME K바이오액티브,463050,0.8,실물(액티브),국내,주식,환노출,0.8,LSEG
KR7463680009,A463680,ETF,KODEX 미국S&P500테크놀로지,463680,0.25,실물(패시브),해외,주식,환노출,0.25,LSEG
KR7463690008,A463690,ETF,KODEX 미국S&P500커뮤니케이션,463690,0.25,실물(패시브),해외,주식,환노출,0.25,LSEG
KR7464310002,A464310,ETF,TIGER 글로벌AI&로보틱스 INDXX,464310,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR7479080004,A479080,ETF,1Q 머니마켓액티브,479080,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR7465620003,A465620,ETF,ACE 미국빅테크TOP7 Plus인버스(합성),465620,0.6,합성(패시브),해외,주식,합성,0.6,LSEG
KR7464470004,A464470,ETF,PLUS 미국채30년액티브,464470,0.15,실물(액티브),해외,채권,환노출,0.15,LSEG
KR7464540004,A464540,ETF,RISE 25-03 회사채(AA-이상)액티브,464540,,,,,,,
KR7464600006,A464600,ETF,SOL 자동차소부장Fn,464600,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR7464920008,A464920,ETF,PLUS 일본반도체소부장,464920,0.5,실물(패시브),해외,주식,환노출,0.5,LSEG
KR7464930007,A464930,ETF,TIGER 글로벌혁신블루칩TOP10,464930,0.48,실물(패시브),해외,주식,환노출,0.48,LSEG
KR7465350007,A465350,ETF,RISE 2차전지TOP10인버스(합성),465350,0.49,합성(패시브),국내,주식,합성,0.49,LSEG
KR7465580009,A465580,ETF,ACE 미국빅테크TOP7 Plus,465580,0.3,실물(패시브),해외,주식,환노출,0.3,LSEG
KR7465610004,A465610,ETF,ACE 미국빅테크TOP7 Plus레버리지(합성),465610,0.6,합성(패시브),해외,주식,합성,0.6,LSEG
KR7465660009,A465660,ETF,TIGER 일본반도체FACTSET,465660,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR7465780005,A465780,ETF,마이티 26-09 특수채(AAA)액티브,465780,0.06,실물(액티브),국내,채권,환노출,0.06,LSEG
KR7467940003,A467940,ETF,KODEX 25-11 회사채(A+이상)액티브,467940,,,,,,,
KR7468630009,A468630,ETF,KODEX iShares미국투자등급회사채액티브,468630,0.1,실물(액티브),해외,채권,환노출,0.1,LSEG
KR7469060008,A469060,ETF,RISE 미국반도체NYSE,469060,0.01,실물(패시브),해외,주식,환노출,0.01,LSEG
KR7469150007,A469150,ETF,ACE AI반도체TOP3+,469150,0.3,실물(패시브),국내,주식,환노출,0.3,LSEG
KR7471290007,A471290,ETF,HANARO CD금리액티브(합성),471290,,,,,,,
KR7471460006,A471460,ETF,KIWOOM 국고채30년액티브,471460,0.035,실물(액티브),국내,채권,환노출,0.035,LSEG
KR7471760009,A471760,ETF,TIGER AI반도체핵심공정,471760,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR7472490002,A472490,ETF,HANARO 미국애그테크,472490,,,,,,,
KR7473380004,A473380,ETF,HANARO K-메디테크,473380,,,,,,,
KR7473500007,A473500,ETF,KIWOOM 글로벌전력반도체,473500,,,,,,,
KR7473590008,A473590,ETF,ACE 미국주식베스트셀러,473590,0.3,실물(패시브),해외,주식,환노출,0.3,LSEG
KR7473640001,A473640,ETF,HANARO 글로벌금채굴기업,473640,0.15,실물(패시브),해외,주식,환노출,0.15,LSEG
KR7474800000,A474800,ETF,KIWOOM 미국원유에너지기업,474800,0.29,실물(패시브),해외,주식,환노출,0.29,LSEG
KR7475380002,A475380,ETF,RISE 글로벌리얼티인컴,475380,0.01,실물(패시브),해외,부동산,환노출,0.01,LSEG
KR7475720009,A475720,ETF,RISE 200위클리커버드콜,475720,0.3,실물(패시브),국내,주식,환노출,0.3,LSEG
KR7476070008,A476070,ETF,KODEX 글로벌비만치료제TOP2 Plus,476070,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR7476260005,A476260,ETF,HANARO 반도체핵심공정주도주,476260,0.45,실물(패시브),국내,주식,환노출,0.45,LSEG
KR7476550009,A476550,ETF,TIGER 미국30년국채커버드콜액티브(H),476550,0.39,실물(액티브),해외,채권,환헤지,0.39,LSEG
KR7476760004,A476760,ETF,ACE 미국30년국채액티브,476760,0.05,실물(액티브),해외,채권,환노출,0.05,LSEG
KR7477050009,A477050,ETF,PLUS 머니마켓액티브,477050,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR7477730006,A477730,ETF,KODEX 인도타타그룹,477730,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR7479520009,A479520,ETF,RISE KOFR금리액티브(합성),479520,0.02,합성(액티브),국내,기타,합성,0.02,LSEG
KR7479620007,A479620,ETF,SOL 미국AI반도체칩메이커,479620,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR7481340008,A481340,ETF,RISE 미국30년국채액티브,481340,0.05,실물(액티브),해외,채권,환노출,0.05,LSEG
KR7483230009,A483230,ETF,RISE 25-06 은행채(AA+이상)액티브,483230,,,,,,,
KR7483420006,A483420,ETF,ACE 애플밸류체인액티브,483420,0.45,실물(액티브),국내&해외,주식,환노출,0.45,LSEG
KR7485540009,A485540,ETF,KODEX 미국AI테크TOP10,485540,0.3,실물(패시브),해외,주식,환노출,0.3,LSEG
KR7486830003,A486830,ETF,HANARO 머니마켓액티브,486830,0.04,실물(액티브),국내,채권,환노출,0.04,LSEG
KR7487230005,A487230,ETF,KODEX 미국AI전력핵심인프라,487230,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR7487240004,A487240,ETF,KODEX AI전력핵심설비,487240,0.39,실물(패시브),국내,주식,환노출,0.39,LSEG
KR7487340002,A487340,ETF,ACE 머니마켓액티브,487340,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR7487910002,A487910,ETF,ACE 인도컨슈머파워액티브,487910,0.45,실물(액티브),해외,주식,환노출,0.45,LSEG
KR7487920001,A487920,ETF,ACE 인도시장대표BIG5그룹액티브,487920,0.45,실물(액티브),해외,주식,환노출,0.45,LSEG
KR7487950008,A487950,ETF,KODEX 대만테크고배당다우존스,487950,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR7488500000,A488500,ETF,TIGER 미국S&P500동일가중,488500,0.2,실물(패시브),해외,주식,환노출,0.2,LSEG
KR7488770009,A488770,ETF,KODEX 머니마켓액티브,488770,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KRG500000697,Q500069,ETN,신한 레버리지 코스피 200 선물 ETN,500069,,,,,,,
KRG502400242,Q500024,ETN,신한 인버스 콩 선물 ETN(H),500024,,,,,,,
KR7489000000,A489000,ETF,PLUS 일본엔화초단기국채(합성),489000,0.19,합성(패시브),해외,채권,합성,0.19,LSEG
KR7489570002,A489570,ETF,HANARO 25-12 은행채(AA+이상)액티브,489570,,,,,,,
KR7489860007,A489860,ETF,KIWOOM 글로벌전력GRID인프라,489860,0.49,실물(패시브),국내&해외,주식,환노출,0.49,LSEG
KR7490090008,A490090,ETF,TIGER 미국AI빅테크10,490090,0.3,실물(패시브),해외,주식,환노출,0.3,LSEG
KR7490490000,A490490,ETF,SOL 미국배당미국채혼합50,490490,0.15,실물(패시브),해외,혼합자산,환노출,0.15,LSEG
KR7490590007,A490590,ETF,RISE 미국AI밸류체인데일리고정커버드콜,490590,0.25,실물(패시브),해외,주식,환노출,0.25,LSEG
KR7490600004,A490600,ETF,RISE 미국배당100데일리고정커버드콜,490600,0.25,실물(패시브),해외,주식,환노출,0.25,LSEG
KRG502400168,Q500016,ETN,신한 금 선물 ETN(H),500016,,,,,,,
KR7491090007,A491090,ETF,KODEX 미국테크TOP3플러스,491090,0.3,실물(패시브),해외,주식,환노출,0.3,LSEG
KR7491230009,A491230,ETF,PLUS 국공채머니마켓액티브,491230,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR7491510004,A491510,ETF,파워 K-주주가치액티브,491510,0.405,실물(액티브),국내,주식,환노출,0.405,LSEG
KR7491630000,A491630,ETF,RISE 미국반도체인버스(합성 H),491630,0.49,합성(패시브),해외,주식,환노출,0.49,LSEG
KR7491820007,A491820,ETF,HANARO 전력설비투자,491820,0.35,실물(패시브),국내,주식,환노출,0.35,LSEG
KR7493420004,A493420,ETF,SOL 미국배당다우존스2호,493420,0.05,실물(패시브),해외,주식,환노출,0.05,LSEG
KR7494210008,A494210,ETF,SOL 미국500타겟데일리커버드콜액티브,494210,0.35,실물(액티브),해외,주식,환노출,0.35,LSEG
KRG502400176,Q500017,ETN,신한 은 선물 ETN(H),500017,,,,,,,
KR7494220007,A494220,ETF,UNICORN SK하이닉스밸류체인액티브,494220,0.5,실물(액티브),국내,주식,환노출,0.5,LSEG
KR7494300007,A494300,ETF,KODEX 미국나스닥100데일리커버드콜OTM,494300,0.25,실물(패시브),해외,주식,환노출,0.25,LSEG
KR7494340003,A494340,ETF,ACE 글로벌AI맞춤형반도체,494340,0.45,실물(패시브),해외,주식,환노출,0.45,LSEG
KR7494890007,A494890,ETF,KODEX 200액티브,494890,0.15,실물(액티브),국내,주식,환노출,0.15,LSEG
KR7495550006,A495550,ETF,SOL 코리아밸류업TR,495550,0.05,실물(패시브),국내,주식,환노출,0.05,LSEG
KR7495710006,A495710,ETF,BNK 26-06 특수채(AAA이상)액티브,495710,0.1,실물(액티브),국내,채권,환노출,0.1,LSEG
KR7495850000,A495850,ETF,KODEX 코리아밸류업,495850,0.008,실물(패시브),국내,주식,환노출,0.008,LSEG
KRG500000713,Q500071,ETN,신한 레버리지 코스닥 150 선물 ETN,500071,,,,,,,
KR7496020009,A496020,ETF,WON 전단채플러스액티브,496020,0.05,실물(액티브),국내,채권,환노출,0.05,LSEG
KR7496090002,A496090,ETF,KIWOOM 코리아밸류업,496090,0.009,실물(패시브),국내,주식,환노출,0.009,LSEG
KR7497570002,A497570,ETF,TIGER 미국필라델피아AI반도체나스닥,497570,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR7498180009,A498180,ETF,파워 종합채권(AA-이상)액티브,498180,0.036,실물(액티브),국내,채권,환노출,0.036,LSEG
KR7498270008,A498270,ETF,KIWOOM 미국양자컴퓨팅,498270,0.49,실물(패시브),해외,주식,환노출,0.49,LSEG
KR7499150001,A499150,ETF,SOL 미국S&P500엔화노출(H),499150,0.15,실물(패시브),해외,주식,환헤지,0.15,LSEG
KRG500000671,Q500067,ETN,신한 레버리지 10년 국채선물 ETN,500067,,,,,,,
KRG500000689,Q500068,ETN,신한 인버스 2X 10년 국채선물 ETN,500068,,,,,,,
KRG520000370,Q520037,ETN,미래에셋 코스피200 선물 ETN,520037,,,,,,,
KRG520000537,Q520053,ETN,미래에셋 인버스 천연가스 선물 ETN(H),520053,,,,,,,
KRG520000552,Q520055,ETN,미래에셋 인버스 2X 코스피200 선물 ETN,520055,,,,,,,
KRG520000578,Q520057,ETN,미래에셋 인버스 2X 코스닥150 선물 ETN,520057,,,,,,,
KRG520000610,Q520061,ETN,미래에셋 인도네시아 Top5 ETN,520061,,,,,,,
KRG550000811,Q550081,ETN,N2 S&P500 VIX S/T 선물 ETN D,550081,,,,,,,
KRG520000651,Q520065,ETN,미래에셋 -2X 미국채울트라30년 선물 ETN,520065,,,,,,,
KRG520000701,Q520070,ETN,미래에셋 0.5X 코스피200 선물 ETN,520070,,,,,,,
KRG520000727,Q520072,ETN,미래에셋 미국 AI TOP3 ETN,520072,,,,,,,
KRG520000743,Q520074,ETN,미래에셋 미국 방위산업 TOP3 ETN,520074,,,,,,,
KRG520000750,Q520075,ETN,미래에셋 레버리지 미국 방위산업 TOP3 ETN,520075,,,,,,,
KRG520000792,Q520079,ETN,미래에셋 레버리지 미국 제약 TOP3 ETN,520079,,,,,,,
KRG520000834,Q520083,ETN,미래에셋 2X 미국 자율주행대표기업 ETN,520083,,,,,,,
KRG520000891,Q520089,ETN,미래에셋 CAPE 실러 US Core Sector ETN,520089,,,,,,,
KRG520000933,Q520093,ETN,미래에셋 인버스 2X 은 선물 ETN B,520093,,,,,,,
KRG520000958,Q520095,ETN,미래에셋 레버리지 WTI원유 선물 ETN,520095,,,,,,,
KRG520001022,Q520102,ETN,미래에셋 인버스 2X 코스피200 선물 ETN B,520102,,,,,,,
KRG522100095,Q520009,ETN,미래에셋 레버리지 원유선물혼합 ETN(H),520009,,,,,,,
KRG522100111,Q520011,ETN,미래에셋 인버스 원유선물혼합 ETN(H),520011,,,,,,,
KRG530000840,Q530084,ETN,삼성 인버스 금 선물 ETN(H),530084,,,,,,,
KRG530000881,Q530088,ETN,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,530088,,,,,,,
KRG530000923,Q530092,ETN,삼성 인버스 코스피 200 선물 ETN,530092,,,,,,,
KRG530000956,Q530095,ETN,삼성 구리 선물 ETN(H),530095,,,,,,,
KRG530001004,Q530100,ETN,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,530100,,,,,,,
KRG530001046,Q530104,ETN,삼성 레버리지 코스피200 선물 ETN,530104,,,,,,,
KRG530001053,Q530105,ETN,삼성 인버스 2X 코스피200 선물 ETN,530105,,,,,,,
KRG530001061,Q530106,ETN,삼성 레버리지 코스닥150 선물 ETN,530106,,,,,,,
KRG530001079,Q530107,ETN,삼성 인버스 2X 코스닥150 선물 ETN,530107,,,,,,,
KRG530001095,Q530109,ETN,삼성 S&P500 VIX S/T 선물 ETN,530109,,,,,,,
KRG530001129,Q530112,ETN,삼성 S&P500 TR ETN,530112,,,,,,,
KRG530001137,Q530113,ETN,삼성 레버리지 S&P500 선물 ETN,530113,,,,,,,
KRG530001194,Q530119,ETN,삼성 레버리지 항셍테크 TR ETN(H) B,530119,,,,,,,
KRG530001236,Q530123,ETN,삼성 일본니케이225선물 ETN(H),530123,,,,,,,
KRG530001319,Q530131,ETN,삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,530131,,,,,,,
KRG530001384,Q530138,ETN,삼성 KRX 레버리지 2차전지 TOP10 TR ETN,530138,,,,,,,
KRG530001426,Q530142,ETN,삼성 중국 AI 테크 TOP5 TR ETN(H),530142,,,,,,,
KRG530001434,Q530143,ETN,삼성 인버스 2X 은 선물 ETN,530143,,,,,,,
KRG532100150,Q530015,ETN,삼성 미국 대형 성장주 ETN(H),530015,,,,,,,
KRG532100192,Q530019,ETN,삼성 미국 대형 성장주 ETN,530019,,,,,,,
KRG532400618,Q530061,ETN,삼성 레버리지 은 선물 ETN(H),530061,,,,,,,
KRG532400634,Q530063,ETN,삼성 레버리지 구리 선물 ETN(H),530063,,,,,,,
KRG532400642,Q530064,ETN,삼성 인버스 2X 구리 선물 ETN(H),530064,,,,,,,
KRG550000597,Q550059,ETN,N2 iSelect 글로벌 EMP ETN(H),550059,,,,,,,
KRG550000639,Q550063,ETN,N2 인버스 레버리지 금 선물 ETN(H),550063,,,,,,,
KRG550000696,Q550069,ETN,N2 레버리지 구리 선물 ETN(H),550069,,,,,,,
KRG550000787,Q550078,ETN,N2 S&P500 버퍼10% 6월 ETN(H),550078,,,,,,,
KRG550000845,Q550084,ETN,N2 코스피 200 TR ETN,550084,,,,,,,
KRG550000894,Q550089,ETN,N2 월간 레버리지 코스피 200 선물 ETN,550089,,,,,,,
KRG550000910,Q550091,ETN,N2 방위산업 Top5 ETN,550091,,,,,,,
KRG552400431,Q550043,ETN,N2 인버스 레버리지 WTI원유 선물 ETN(H),550043,,,,,,,
KRG570000528,Q570052,ETN,한투 플래티넘 선물 ETN,570052,,,,,,,
KRG570000551,Q570055,ETN,한투 금선물 ETN,570055,,,,,,,
KRG570000601,Q570060,ETN,한투 인버스2X금선물 ETN,570060,,,,,,,
KRG570000643,Q570064,ETN,한투 인버스베트남VN30선물 ETN(H),570064,,,,,,,
KRG610000173,Q610017,ETN,메리츠 인버스 2X 은 선물 ETN(H),610017,,,,,,,
KRG570000817,Q570081,ETN,한투 레버리지코스닥150선물 ETN,570081,,,,,,,
KRG570000882,Q570088,ETN,한투 S&P500 VIX S/T 선물 ETN(H),570088,,,,,,,
KRG570000908,Q570090,ETN,한투 KIS CD금리투자 ETN,570090,,,,,,,
KRG570000924,Q570092,ETN,한투 인버스2X유로스탁스50 ETN(H) B,570092,,,,,,,
KRG570000957,Q570095,ETN,한투 레버리지일본엔선물 ETN C,570095,,,,,,,
KRG570000973,Q570097,ETN,한투 엔달러선물 ETN(H),570097,,,,,,,
KRG570000981,Q570098,ETN,한투 레버리지엔달러선물 ETN(H),570098,,,,,,,
KRG570001005,Q570100,ETN,한투 일본종합상사TOP5 ETN,570100,,,,,,,
KRG570001013,Q570101,ETN,한투 인버스나스닥100 ETN B,570101,,,,,,,
KRG570001047,Q570104,ETN,한투 일본니케이225선물 ETN(H),570104,,,,,,,
KRG570001062,Q570106,ETN,한투 레버리지일본니케이225선물 ETN(H),570106,,,,,,,
KRG570001153,Q570115,ETN,한투 인버스0.5X S&P500 VIX S/T선물 ETN B,570115,,,,,,,
KRG570001203,Q570120,ETN,한투 레버리지천연가스선물 ETN C,570120,,,,,,,
KRG570001229,Q570122,ETN,한투 인버스금선물 ETN,570122,,,,,,,
KRG570001260,Q570126,ETN,한투 솔랙티브인버스2X금선물 ETN,570126,,,,,,,
KRG572100227,Q570022,ETN,한투 레버리지S&P500선물 ETN(H),570022,,,,,,,
KRG580000161,Q580016,ETN,KB 레버리지 S&P 500 선물 ETN(H),580016,,,,,,,
KRG580000195,Q580019,ETN,KB 인버스 2X 항셍테크 선물 ETN,580019,,,,,,,
KRG580000203,Q580020,ETN,KB 천연가스 선물 ETN(H),580020,,,,,,,
KRG580000252,Q580025,ETN,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,580025,,,,,,,
KRG580000344,Q580034,ETN,KB 레버리지 FANG 플러스 ETN(H),580034,,,,,,,
KRG580000351,Q580035,ETN,KB S&P 유럽탄소배출권 선물 ETN(H),580035,,,,,,,
KRG580000443,Q580044,ETN,KB 인버스 2X KOSDAQ 150 선물 ETN,580044,,,,,,,
KRG580000476,Q580047,ETN,KB 레버리지 항셍테크 선물 ETN(H) B,580047,,,,,,,
KRG580000500,Q580050,ETN,KB 차이나 과창판 STAR 50 ETN,580050,,,,,,,
KRG580000518,Q580051,ETN,KB 레버리지 밀 선물 ETN,580051,,,,,,,
KRG580000534,Q580053,ETN,KB 레버리지 콩 선물 ETN,580053,,,,,,,
KRG580000559,Q580055,ETN,KB 블룸버그 레버리지 천연가스 선물 ETN,580055,,,,,,,
KRG580000575,Q580057,ETN,KB 일본 컨슈머 TOP 10 ETN,580057,,,,,,,
KRG580000633,Q580063,ETN,KB 레버리지 미국채 10년 선물 ETN,580063,,,,,,,
KRG580000708,Q580070,ETN,KB 레버리지 2차전지 TOP 10 TR ETN,580070,,,,,,,
KRG580000724,Q580072,ETN,KB 화웨이 밸류체인 ETN,580072,,,,,,,
KRG580000732,Q580073,ETN,KB 레버리지 화웨이 밸류체인 ETN,580073,,,,,,,
KRG580000773,Q580077,ETN,KB 인버스 2X 미국 나스닥 100 TR ETN B,580077,,,,,,,
KRG580000799,Q580079,ETN,KB 레버리지 은 선물 ETN,580079,,,,,,,
KRG580000823,Q580082,ETN,KB 레버리지 반도체 TOP10 TR ETN,580082,,,,,,,
KRG580000849,Q580084,ETN,KB 인버스 2X 미국 S&P500 선물 ETN B,580084,,,,,,,
KRG580000856,Q580085,ETN,KB 솔랙티브 천연가스 선물 ETN,580085,,,,,,,
KRG610000017,Q610001,ETN,메리츠 인플레이션 국채 ETN,610001,,,,,,,
KRG610000132,Q610013,ETN,메리츠 인버스 2X 금 선물 ETN(H),610013,,,,,,,
KRG610000256,Q610025,ETN,메리츠 인버스 2X 미국채10년 ETN(H),610025,,,,,,,
KRG610000306,Q610030,ETN,메리츠 S&P 유럽탄소배출권 선물 ETN(H),610030,,,,,,,
KRG610000413,Q610041,ETN,메리츠 블룸버그 레버리지 WTI선물 ETN(H),610041,,,,,,,
KRG610000520,Q610052,ETN,메리츠 인버스 2X 국채5년 ETN,610052,,,,,,,
KRG610000561,Q610056,ETN,메리츠 인버스 3X 국채3년 ETN,610056,,,,,,,
KRG610000603,Q610060,ETN,메리츠 인버스 3X 국채10년 ETN,610060,,,,,,,
KRG610000694,Q610069,ETN,메리츠 KAP 레버리지 일본 엔화 ETN,610069,,,,,,,
KRG610000736,Q610073,ETN,메리츠 KAP 인버스 2X 중국 위안화 ETN,610073,,,,,,,
KRG610000769,Q610076,ETN,메리츠 인버스 3X 미국채10년 ETN,610076,,,,,,,
KRG610000777,Q610077,ETN,메리츠 미국채30년 ETN,610077,,,,,,,
KRG610000827,Q610082,ETN,메리츠 인도 루피화 ETN,610082,,,,,,,
KRG610000900,Q610090,ETN,메리츠 일본 국채 10년 ETN,610090,,,,,,,
KRG610000918,Q610091,ETN,메리츠 3X 레버리지 일본 국채 10년 ETN,610091,,,,,,,
KRG610000926,Q610092,ETN,메리츠 인버스 일본 국채 10년 ETN,610092,,,,,,,
KRG610000983,Q610098,ETN,메리츠 미국채30년 풋라이트 ETN(H),610098,,,,,,,
KRG610000991,Q610099,ETN,메리츠 은 선물 ETN(H),610099,,,,,,,
KRG610001007,Q610100,ETN,메리츠 레버리지 은 선물 ETN(H),610100,,,,,,,
KRG610001015,Q610101,ETN,메리츠 인버스 2X 은 선물 ETN(H),610101,,,,,,,
KRG610001049,Q610104,ETN,메리츠 솔랙티브 인버스 2X 금 선물 ETN(H),610104,,,,,,,
KRG610001064,Q610106,ETN,메리츠 인버스 국채30년 ETN B,610106,,,,,,,
KRG700000133,Q700013,ETN,하나 레버리지 콩 선물 ETN(H),700013,,,,,,,
KRG700000158,Q700015,ETN,하나 S&P 레버리지 WTI원유 선물 ETN,700015,,,,,,,
KRG700000166,Q700016,ETN,하나 S&P 인버스 2X WTI원유 선물 ETN,700016,,,,,,,
KRG700000224,Q700022,ETN,하나 Solactive US Tech Top 10 ETN(H),700022,,,,,,,
