pd_no,pd_exg_mkt,info_seq,crd_grd_norm,crd_grd_rank,crd_grd_source,remaining_days,maturity_bucket,is_krw,has_sale_info,is_sellable,source
KR6023786D44,장내,1,AA-,4,crd_grd,595,1-3년,Y,N,Y,derived:PRBD01N001
KR6023789B84,장내,1,AA-,4,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR602378AD96,장내,1,AA-,4,crd_grd,28,1년미만,Y,N,Y,derived:PRBD01N001
KR602378EG65,장내,1,AA-,4,crd_grd,704,1-3년,Y,N,Y,derived:PRBD01N001
KR60288219A3,장내,1,AAA,1,crd_grd,1144,3-5년,Y,N,Y,derived:PRBD01N001
KR6028822E30,장내,1,AAA,1,crd_grd,216,1년미만,Y,N,Y,derived:PRBD01N001
KR6029691FC8,장내,1,A+,5,crd_grd,657,1-3년,Y,N,Y,derived:PRBD01N001
KR6029692F67,장내,1,A+,5,crd_grd,676,1-3년,Y,N,Y,derived:PRBD01N001
KR6029692F75,장내,1,A+,5,crd_grd,706,1-3년,Y,N,Y,derived:PRBD01N001
KR6029692F83,장내,1,A+,5,crd_grd,735,1-3년,Y,N,Y,derived:PRBD01N001
KR6029693F25,장내,1,A+,5,crd_grd,535,1-3년,Y,N,Y,derived:PRBD01N001
KR6029781F77,장내,1,AA+,2,crd_grd,866,1-3년,Y,N,Y,derived:PRBD01N001
KR6029781G19,장내,1,AA+,2,crd_grd,322,1년미만,Y,N,Y,derived:PRBD01N001
KR6029782986,장내,1,AA+,2,crd_grd,6,1년미만,Y,N,Y,derived:PRBD01N001
KR6029782G67,장내,1,AA+,2,crd_grd,1025,1-3년,Y,N,Y,derived:PRBD01N001
KR6029783C60,장내,1,AA+,2,crd_grd,2119,5-10년,Y,N,Y,derived:PRBD01N001
KR6029783E68,장내,1,AA+,2,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR6029785F81,장내,1,AA+,2,crd_grd,1445,3-5년,Y,N,Y,derived:PRBD01N001
KR6029788F39,장내,1,AA+,2,crd_grd,616,1-3년,Y,N,Y,derived:PRBD01N001
KR6029789D97,장내,1,AA+,2,crd_grd,752,1-3년,Y,N,Y,derived:PRBD01N001
KR6029789F53,장내,1,AA+,2,crd_grd,1371,3-5년,Y,N,Y,derived:PRBD01N001
KR602978AG48,장내,1,AA+,2,crd_grd,794,1-3년,Y,N,Y,derived:PRBD01N001
KR602978JEC6,장내,1,AA+,2,crd_grd,490,1-3년,Y,N,Y,derived:PRBD01N001
KR602978KEC4,장내,1,AA+,2,crd_grd,1221,3-5년,Y,N,Y,derived:PRBD01N001
KR6029882E68,장내,1,AA+,2,crd_grd,287,1년미만,Y,N,Y,derived:PRBD01N001
KR6029883C69,장내,1,AA+,2,crd_grd,292,1년미만,Y,N,Y,derived:PRBD01N001
KR6029885698,장내,1,AA+,2,crd_grd,22,1년미만,Y,N,Y,derived:PRBD01N001
KR6029885987,장내,1,AA+,2,crd_grd,122,1년미만,Y,N,Y,derived:PRBD01N001
KR6029885G30,장내,1,AA+,2,crd_grd,844,1-3년,Y,N,Y,derived:PRBD01N001
KR6029886D16,장내,1,AA+,2,crd_grd,469,1-3년,Y,N,Y,derived:PRBD01N001
KR6029886DC9,장내,1,AA+,2,crd_grd,118,1년미만,Y,N,Y,derived:PRBD01N001
KR6029887983,장내,1,AA+,2,crd_grd,1103,3-5년,Y,N,Y,derived:PRBD01N001
KR6029888C98,장내,1,AA+,2,crd_grd,381,1-3년,Y,N,Y,derived:PRBD01N001
KR6029888F53,장내,1,AA+,2,crd_grd,1554,3-5년,Y,N,Y,derived:PRBD01N001
KR6029889EA5,장내,1,AA+,2,crd_grd,413,1-3년,Y,N,Y,derived:PRBD01N001
KR602988BC23,장내,1,AA+,2,crd_grd,1034,1-3년,Y,N,Y,derived:PRBD01N001
KR602988BD30,장내,1,AA+,2,crd_grd,217,1년미만,Y,N,Y,derived:PRBD01N001
KR602988FD10,장내,1,AA+,2,crd_grd,515,1-3년,Y,N,Y,derived:PRBD01N001
KR602988FF75,장내,1,AA+,2,crd_grd,1426,3-5년,Y,N,Y,derived:PRBD01N001
KR602988JDB9,장내,1,AA+,2,crd_grd,83,1년미만,Y,N,Y,derived:PRBD01N001
KR602988SDB0,장내,1,AA+,2,crd_grd,94,1년미만,Y,N,Y,derived:PRBD01N001
KR6030203345,장내,1,AAA,1,crd_grd,2424,5-10년,Y,N,Y,derived:PRBD01N001
KR6030204491,장내,1,AAA,1,crd_grd,2934,5-10년,Y,N,Y,derived:PRBD01N001
KR6030621G78,장내,1,AA-,4,crd_grd,675,1-3년,Y,N,Y,derived:PRBD01N001
KR6030624FA0,장내,1,AA-,4,crd_grd,1158,3-5년,Y,N,Y,derived:PRBD01N001
KR6030624G18,장내,1,AA-,4,crd_grd,266,1년미만,Y,N,Y,derived:PRBD01N001
KR6030625E84,장내,1,AA-,4,crd_grd,18,1년미만,Y,N,Y,derived:PRBD01N001
KR6030625E92,장내,1,AA-,4,crd_grd,399,1-3년,Y,N,Y,derived:PRBD01N001
KR6030626C93,장내,1,AA-,4,crd_grd,381,1-3년,Y,N,Y,derived:PRBD01N001
KR6030627F16,장내,1,AA-,4,crd_grd,518,1-3년,Y,N,Y,derived:PRBD01N001
KR6030627F40,장내,1,AA-,4,crd_grd,312,1년미만,Y,N,Y,derived:PRBD01N001
KR603062AE78,장내,1,AA-,4,crd_grd,339,1년미만,Y,N,Y,derived:PRBD01N001
KR603062AF93,장내,1,AA-,4,crd_grd,767,1-3년,Y,N,Y,derived:PRBD01N001
KR603062KE50,장내,1,AA-,4,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR6030751EB2,장내,1,AA,3,crd_grd,75,1년미만,Y,N,Y,derived:PRBD01N001
KR6031322D22,장내,1,AA+,2,crd_grd,550,1-3년,Y,N,Y,derived:PRBD01N001
KR6032642E14,장내,1,AA+,2,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR6032643DB1,장내,1,AA+,2,crd_grd,815,1-3년,Y,N,Y,derived:PRBD01N001
KR6032711D45,장내,1,AA+,2,crd_grd,594,1-3년,Y,N,Y,derived:PRBD01N001
KR6032711E28,장내,1,AA+,2,crd_grd,532,1-3년,Y,N,Y,derived:PRBD01N001
KR6032712F42,장내,1,AA+,2,crd_grd,952,1-3년,Y,N,Y,derived:PRBD01N001
KR6032716E56,장내,1,AA+,2,crd_grd,266,1년미만,Y,N,Y,derived:PRBD01N001
KR6032716E98,장내,1,AA+,2,crd_grd,1117,3-5년,Y,N,Y,derived:PRBD01N001
KR6032717C32,장내,1,AA+,2,crd_grd,1034,1-3년,Y,N,Y,derived:PRBD01N001
KR6032719D62,장내,1,AA+,2,crd_grd,657,1-3년,Y,N,Y,derived:PRBD01N001
KR603271AEC4,장내,1,AA+,2,crd_grd,483,1-3년,Y,N,Y,derived:PRBD01N001
KR60115H1F95,장외,1,,,,1496,3-5년,Y,N,Y,derived:PRBD01N001
KR60120S1FC9,장외,1,AAA,1,crd_grd,298,1년미만,Y,N,Y,derived:PRBD01N001
KR60138P1G65,장외,1,AA,3,crd_grd,1582,3-5년,Y,N,Y,derived:PRBD01N001
KR60140G1FC9,장외,1,AAA,1,crd_grd,298,1년미만,Y,N,Y,derived:PRBD01N001
KR6014281G73,장외,1,BBB-,10,crd_grd,1776,3-5년,Y,N,Y,derived:PRBD01N001
KR60149M1G10,장외,1,AAA,1,crd_grd,996,1-3년,Y,N,Y,derived:PRBD01N001
KR60169R2G32,장외,1,,,,101,1년미만,Y,N,Y,derived:PRBD01N001
KR60195Z1G64,장외,1,,,,1404,3-5년,Y,N,Y,derived:PRBD01N001
KR60196B2G54,장외,1,AAA,1,crd_grd,829,1-3년,Y,N,Y,derived:PRBD01N001
KR60196R2G50,장외,1,C,19,crd_grd,738,1-3년,Y,N,Y,derived:PRBD01N001
KR601980PG72,장외,1,,,,10936,10년이상,Y,N,Y,derived:PRBD01N001
KR60230W2G81,장외,1,,,,283,1년미만,Y,N,Y,derived:PRBD01N001
KR6023411F86,장외,1,AAA,1,crd_grd,731,1-3년,Y,N,Y,derived:PRBD01N001
KR6023532A77,장외,1,,,,1428,3-5년,Y,N,Y,derived:PRBD01N001
KR6031031FA7,장외,1,A,6,crd_grd,802,1-3년,Y,N,Y,derived:PRBD01N001
KR6032301DB6,장외,1,,,,830,1-3년,Y,N,Y,derived:PRBD01N001
KR6053031FB8,장외,1,,,,1538,3-5년,Y,N,Y,derived:PRBD01N001
KR6060002G17,장외,1,AAA,1,crd_grd,151,1년미만,Y,N,Y,derived:PRBD01N001
KR6060004EB9,장외,1,AAA,1,crd_grd,85,1년미만,Y,N,Y,derived:PRBD01N001
KR6060004G64,장외,1,AAA,1,crd_grd,117,1년미만,Y,N,Y,derived:PRBD01N001
KR60665714B4,장외,1,AA,3,crd_grd,819,1-3년,Y,N,Y,derived:PRBD01N001
KR6076611E59,장외,1,,,,273,1년미만,Y,N,Y,derived:PRBD01N001
KR6078141E96,장외,1,,,,1112,3-5년,Y,N,Y,derived:PRBD01N001
KR6089001D36,장외,1,A,6,crd_grd,9719,10년이상,Y,N,Y,derived:PRBD01N001
KR6089231G50,장외,1,,,,991,1-3년,Y,N,Y,derived:PRBD01N001
KR6089861F58,장외,1,A+,5,crd_grd,641,1-3년,Y,N,Y,derived:PRBD01N001
KR6095572G39,장외,1,BBB+,8,crd_grd,570,1-3년,Y,N,Y,derived:PRBD01N001
KR6095922E38,장외,1,A,6,crd_grd,10079,10년이상,Y,N,Y,derived:PRBD01N001
KR6137401FC1,장외,1,,,,1574,3-5년,Y,N,Y,derived:PRBD01N001
KR6178321E88,장외,1,,,,718,1-3년,Y,N,Y,derived:PRBD01N001
KR6253841F97,장외,1,,,,1479,3-5년,Y,N,Y,derived:PRBD01N001
KR6267251EB7,장외,1,AA-,4,crd_grd,1178,3-5년,Y,N,Y,derived:PRBD01N001
KR6281554B57,장외,1,AAA,1,crd_grd,81,1년미만,Y,N,Y,derived:PRBD01N001
KR6321551DA8,장외,1,,,,794,1-3년,Y,N,Y,derived:PRBD01N001
KR6332381G11,장외,1,,,,889,1-3년,Y,N,Y,derived:PRBD01N001
KR6334632991,장외,1,,,,122,1년미만,Y,N,Y,derived:PRBD01N001
KR6347991B32,장외,1,AA+,2,crd_grd,553,1-3년,Y,N,Y,derived:PRBD01N001
KR6372801G27,장외,1,,,,905,1-3년,Y,N,Y,derived:PRBD01N001
KR6373902F32,장외,1,A-,7,crd_grd,308,1년미만,Y,N,Y,derived:PRBD01N001
KR6376271G86,장외,1,,,,1819,3-5년,Y,N,Y,derived:PRBD01N001
KR6378262C38,장외,1,AA+,2,crd_grd,1386,3-5년,Y,N,Y,derived:PRBD01N001
KR6384792B51,장외,1,,,,1725,3-5년,Y,N,Y,derived:PRBD01N001
KR6387441CC1,장외,1,AA+,2,crd_grd,669,1-3년,Y,N,Y,derived:PRBD01N001
KR6396371C95,장외,1,AAA,1,crd_grd,67,1년미만,Y,N,Y,derived:PRBD01N001
KR6399721F44,장외,1,,,,1321,3-5년,Y,N,Y,derived:PRBD01N001
KR6402492G67,장외,1,,,,1754,3-5년,Y,N,Y,derived:PRBD01N001
KR6414481FA1,장외,1,AAA,1,crd_grd,249,1년미만,Y,N,Y,derived:PRBD01N001
KR6415724F52,장외,1,,,,282,1년미만,Y,N,Y,derived:PRBD01N001
KR6415727F59,장외,1,,,,557,1-3년,Y,N,Y,derived:PRBD01N001
KR6427281CC3,장외,1,AA,3,crd_grd,305,1년미만,Y,N,Y,derived:PRBD01N001
KR6439152C98,장외,1,AA,3,crd_grd,585,1-3년,Y,N,Y,derived:PRBD01N001
KR6440621G87,장외,1,AA+,2,crd_grd,535,1-3년,Y,N,Y,derived:PRBD01N001
KR6442045C85,장외,1,AAA,1,crd_grd,368,1-3년,Y,N,Y,derived:PRBD01N001
KR6442462FB5,장외,1,AA,3,crd_grd,852,1-3년,Y,N,Y,derived:PRBD01N001
KR6442752C96,장외,1,AA,3,crd_grd,390,1-3년,Y,N,Y,derived:PRBD01N001
KR6446952D37,장외,1,AA+,2,crd_grd,748,1-3년,Y,N,Y,derived:PRBD01N001
KR6450811FB2,장외,1,AAA,1,crd_grd,124,1년미만,Y,N,Y,derived:PRBD01N001
KR6452082D61,장외,1,A,6,crd_grd,524,1-3년,Y,N,Y,derived:PRBD01N001
KR6469432E38,장외,1,,,,1034,1-3년,Y,N,Y,derived:PRBD01N001
KR6477921G37,장외,1,AA,3,crd_grd,909,1-3년,Y,N,Y,derived:PRBD01N001
KR6478061F93,장외,1,AAA,1,crd_grd,196,1년미만,Y,N,Y,derived:PRBD01N001
KR6485724E64,장외,1,C,19,crd_grd,395,1-3년,Y,N,Y,derived:PRBD01N001
KR6497481G45,장외,1,AAA,1,crd_grd,271,1년미만,Y,N,Y,derived:PRBD01N001
KR6499231FB6,장외,1,AAA,1,crd_grd,119,1년미만,Y,N,Y,derived:PRBD01N001
KR6NLD0119C6,장외,1,,,,3035,5-10년,Y,N,Y,derived:PRBD01N001
KRC035AP3164,장외,1,,,,1754,3-5년,Y,N,Y,derived:PRBD01N001
KR101501DG10,장외,2,,,,1624,3-5년,Y,Y,Y,derived:PRBD01N001
KR103502G693,장외,2,,,,3673,10년이상,Y,Y,Y,derived:PRBD01N001
KR103502GD98,장외,2,,,,9882,10년이상,Y,Y,Y,derived:PRBD01N001
KR103502GEC4,장외,2,,,,3033,5-10년,Y,Y,Y,derived:PRBD01N001
KR2001024E29,장외,2,,,,1652,3-5년,Y,Y,Y,derived:PRBD01N001
KR2001024E86,장외,2,,,,1836,5-10년,Y,Y,Y,derived:PRBD01N001
KR2001024F36,장외,2,,,,2049,5-10년,Y,Y,Y,derived:PRBD01N001
KR2008012CC8,장외,2,,,,497,1-3년,Y,Y,Y,derived:PRBD01N001
KR2044022G52,장외,2,,,,1744,3-5년,Y,Y,Y,derived:PRBD01N001
KR2066022F72,장외,2,,,,1440,3-5년,Y,Y,Y,derived:PRBD01N001
KR2066022F80,장외,2,,,,1471,3-5년,Y,Y,Y,derived:PRBD01N001
KR6079314G51,장내,1,AA-,4,crd_grd,626,1-3년,Y,N,Y,derived:PRBD01N001
KR6079316G67,장내,1,AA-,4,crd_grd,300,1년미만,Y,N,Y,derived:PRBD01N001
KR6079317F75,장내,1,AA-,4,crd_grd,689,1-3년,Y,N,Y,derived:PRBD01N001
KR6079318E83,장내,1,AA-,4,crd_grd,63,1년미만,Y,N,Y,derived:PRBD01N001
KR6079319EB0,장내,1,AA-,4,crd_grd,217,1년미만,Y,N,Y,derived:PRBD01N001
KR6079319FC5,장내,1,AA-,4,crd_grd,616,1-3년,Y,N,Y,derived:PRBD01N001
KR6082971EA5,장내,1,AA-,4,crd_grd,433,1-3년,Y,N,Y,derived:PRBD01N001
KR6082972E68,장내,1,AA-,4,crd_grd,308,1년미만,Y,N,Y,derived:PRBD01N001
KR6082972E92,장내,1,AA-,4,crd_grd,402,1-3년,Y,N,Y,derived:PRBD01N001
KR6082973F17,장내,1,AA-,4,crd_grd,507,1-3년,Y,N,Y,derived:PRBD01N001
KR6086282A27,장내,1,AA+,2,crd_grd,188,1년미만,Y,N,Y,derived:PRBD01N001
KR6086792AA9,장내,1,AAA,1,crd_grd,1529,3-5년,Y,N,Y,derived:PRBD01N001
KR6086792B11,장내,1,AAA,1,crd_grd,1608,3-5년,Y,N,Y,derived:PRBD01N001
KR6086951E31,장내,1,A-,7,crd_grd,2763,5-10년,Y,N,Y,derived:PRBD01N001
KR6095231F33,장내,1,A,6,crd_grd,20,1년미만,Y,N,Y,derived:PRBD01N001
KR6095231F41,장내,1,A,6,crd_grd,413,1-3년,Y,N,Y,derived:PRBD01N001
KR6095232F40,장내,1,A,6,crd_grd,574,1-3년,Y,N,Y,derived:PRBD01N001
KR6095233FB0,장내,1,A,6,crd_grd,445,1-3년,Y,N,Y,derived:PRBD01N001
KR6095234G47,장내,1,A,6,crd_grd,637,1-3년,Y,N,Y,derived:PRBD01N001
KR6095235F96,장내,1,A,6,crd_grd,572,1-3년,Y,N,Y,derived:PRBD01N001
KR6095922EB1,장내,1,AA-,4,crd_grd,448,1-3년,Y,N,Y,derived:PRBD01N001
KR6095922F94,장내,1,AA-,4,crd_grd,392,1-3년,Y,N,Y,derived:PRBD01N001
KR6095923E78,장내,1,AA-,4,crd_grd,329,1년미만,Y,N,Y,derived:PRBD01N001
KR6095923G76,장내,1,AA-,4,crd_grd,475,1-3년,Y,N,Y,derived:PRBD01N001
KR6095924E36,장내,1,AA-,4,crd_grd,98,1년미만,Y,N,Y,derived:PRBD01N001
KR6095924F50,장내,1,AA-,4,crd_grd,609,1-3년,Y,N,Y,derived:PRBD01N001
KR6095925E92,장내,1,AA-,4,crd_grd,385,1-3년,Y,N,Y,derived:PRBD01N001
KR2044022D48,장외,1,,,,618,1-3년,Y,Y,Y,derived:PRBD01N001
KR2066022F80,장외,1,,,,1471,3-5년,Y,Y,Y,derived:PRBD01N001
KR310212GG89,장외,1,AAA,1,crd_grd,211,1년미만,Y,N,Y,derived:PRBD01N001
KR310502AG84,장외,1,AAA,1,crd_grd,220,1년미만,Y,N,Y,derived:PRBD01N001
KR350107GA30,장외,1,AAA,1,crd_grd,1317,3-5년,Y,N,Y,derived:PRBD01N001
KR353102DE87,장외,1,AA+,2,crd_grd,375,1-3년,Y,N,Y,derived:PRBD01N001
KR353605DB82,장외,1,AAA,1,crd_grd,10,1년미만,Y,N,Y,derived:PRBD01N001
KR356502DE60,장외,1,AA,3,crd_grd,313,1년미만,Y,N,Y,derived:PRBD01N001
KR6095926E75,장내,1,AA-,4,crd_grd,1069,1-3년,Y,N,Y,derived:PRBD01N001
KR609592AG64,장내,1,AA-,4,crd_grd,313,1년미만,Y,N,Y,derived:PRBD01N001
KR609592GE86,장내,1,AA-,4,crd_grd,1098,3-5년,Y,N,Y,derived:PRBD01N001
KR6097241F94,장내,1,AA-,4,crd_grd,33,1년미만,Y,N,Y,derived:PRBD01N001
KR6097241G36,장내,1,AA-,4,crd_grd,581,1-3년,Y,N,Y,derived:PRBD01N001
KR6097242F69,장내,1,AA-,4,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6097243G42,장내,1,AA-,4,crd_grd,979,1-3년,Y,N,Y,derived:PRBD01N001
KR6097244F18,장내,1,AA-,4,crd_grd,518,1-3년,Y,N,Y,derived:PRBD01N001
KR6097244FB5,장내,1,AA-,4,crd_grd,125,1년미만,Y,N,Y,derived:PRBD01N001
KR6097244G66,장내,1,AA-,4,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR6097245EB5,장내,1,AA-,4,crd_grd,158,1년미만,Y,N,Y,derived:PRBD01N001
KR6097248F55,장내,1,AA-,4,crd_grd,1375,3-5년,Y,N,Y,derived:PRBD01N001
KR6097952C13,장내,1,AA,3,crd_grd,158,1년미만,Y,N,Y,derived:PRBD01N001
KR6097952F44,장내,1,AA,3,crd_grd,1334,3-5년,Y,N,Y,derived:PRBD01N001
KR6097952G19,장내,1,AA,3,crd_grd,1621,3-5년,Y,N,Y,derived:PRBD01N001
KR6101181G12,장내,1,AA-,4,crd_grd,522,1-3년,Y,N,Y,derived:PRBD01N001
KR6101531F51,장내,1,A,6,crd_grd,644,1-3년,Y,N,Y,derived:PRBD01N001
KR6103342G22,장내,1,A+,5,crd_grd,917,1-3년,Y,N,Y,derived:PRBD01N001
KR6104231G32,장내,1,A+,5,crd_grd,563,1-3년,Y,N,Y,derived:PRBD01N001
KR6105561F71,장내,1,AAA,1,crd_grd,334,1년미만,Y,N,Y,derived:PRBD01N001
KR6105561G47,장내,1,AAA,1,crd_grd,611,1-3년,Y,N,Y,derived:PRBD01N001
KR6105563847,장내,1,AAA,1,crd_grd,594,1-3년,Y,N,Y,derived:PRBD01N001
KR6105564A81,장내,1,AAA,1,crd_grd,355,1년미만,Y,N,Y,derived:PRBD01N001
KR6123892E42,장내,1,A-,7,crd_grd,251,1년미만,Y,N,Y,derived:PRBD01N001
KR6131791D89,장내,1,AA,3,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR6131791EA8,장내,1,AA,3,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR6131793DA6,장내,1,AA,3,crd_grd,798,1-3년,Y,N,Y,derived:PRBD01N001
KR6136301E80,장내,1,A+,5,crd_grd,371,1-3년,Y,N,Y,derived:PRBD01N001
KR6138093D30,장내,1,AA,3,crd_grd,564,1-3년,Y,N,Y,derived:PRBD01N001
KR6138101E70,장내,1,AA-,4,crd_grd,343,1년미만,Y,N,Y,derived:PRBD01N001
KR6139133E96,장내,1,AAA,1,crd_grd,381,1-3년,Y,N,Y,derived:PRBD01N001
KR6140173G77,장내,1,AA+,2,crd_grd,781,1-3년,Y,N,Y,derived:PRBD01N001
KR6140174D61,장내,1,AA+,2,crd_grd,473,1-3년,Y,N,Y,derived:PRBD01N001
KR6140175C79,장내,1,AA+,2,crd_grd,340,1년미만,Y,N,Y,derived:PRBD01N001
KR6140176FA8,장내,1,AA+,2,crd_grd,1137,3-5년,Y,N,Y,derived:PRBD01N001
KR6140177E75,장내,1,AA+,2,crd_grd,374,1-3년,Y,N,Y,derived:PRBD01N001
KR614017AG53,장내,1,AA+,2,crd_grd,1194,3-5년,Y,N,Y,derived:PRBD01N001
KR614017BE54,장내,1,AA+,2,crd_grd,97,1년미만,Y,N,Y,derived:PRBD01N001
KR6145761G74,장내,1,AA-,4,crd_grd,475,1-3년,Y,N,Y,derived:PRBD01N001
KR6145762G24,장내,1,AA-,4,crd_grd,903,1-3년,Y,N,Y,derived:PRBD01N001
KR6145765F48,장내,1,AA-,4,crd_grd,612,1-3년,Y,N,Y,derived:PRBD01N001
KR6145765G39,장내,1,AA-,4,crd_grd,600,1-3년,Y,N,Y,derived:PRBD01N001
KR6145766D72,장내,1,AA-,4,crd_grd,635,1-3년,Y,N,Y,derived:PRBD01N001
KR6145767EC8,장내,1,AA-,4,crd_grd,472,1-3년,Y,N,Y,derived:PRBD01N001
KR6145768G44,장내,1,AA-,4,crd_grd,962,1-3년,Y,N,Y,derived:PRBD01N001
KR614576AAA5,장내,1,AA-,4,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR614576AEC3,장내,1,AA-,4,crd_grd,175,1년미만,Y,N,Y,derived:PRBD01N001
KR614576BAA3,장내,1,AA-,4,crd_grd,1530,3-5년,Y,N,Y,derived:PRBD01N001
KR2002022C62,장외,1,,,,313,1년미만,Y,N,Y,derived:PRBD01N001
KR2003022E19,장외,1,,,,894,1-3년,Y,N,Y,derived:PRBD01N001
KR2004012C37,장외,1,,,,222,1년미만,Y,N,Y,derived:PRBD01N001
KR2004022C84,장외,1,,,,375,1-3년,Y,N,Y,derived:PRBD01N001
KR2004022E66,장외,1,,,,1044,1-3년,Y,N,Y,derived:PRBD01N001
KR2004022F32,장외,1,,,,1318,3-5년,Y,N,Y,derived:PRBD01N001
KR2005022DA2,장외,1,,,,802,1-3년,Y,N,Y,derived:PRBD01N001
KR2005022F39,장외,1,,,,1318,3-5년,Y,N,Y,derived:PRBD01N001
KR2006022C55,장외,1,,,,283,1년미만,Y,N,Y,derived:PRBD01N001
KR2006022C89,장외,1,,,,375,1-3년,Y,N,Y,derived:PRBD01N001
KR2006024C61,장외,1,,,,313,1년미만,Y,N,Y,derived:PRBD01N001
KR2006024EC1,장외,1,,,,1228,3-5년,Y,N,Y,derived:PRBD01N001
KR2007024D92,장외,1,,,,771,1-3년,Y,N,Y,derived:PRBD01N001
KR6149142G27,장내,1,AA+,2,crd_grd,1081,1-3년,Y,N,Y,derived:PRBD01N001
KR6155722G30,장내,1,A+,5,crd_grd,924,1-3년,Y,N,Y,derived:PRBD01N001
KR6166261F19,장내,1,AAA,1,crd_grd,153,1년미만,Y,N,Y,derived:PRBD01N001
KR6166263B11,장내,1,AAA,1,crd_grd,519,1-3년,Y,N,Y,derived:PRBD01N001
KR6169375F81,장내,1,A+,5,crd_grd,550,1-3년,Y,N,Y,derived:PRBD01N001
KR6169375G56,장내,1,A+,5,crd_grd,735,1-3년,Y,N,Y,derived:PRBD01N001
KR616937AE57,장내,1,A+,5,crd_grd,3,1년미만,Y,N,Y,derived:PRBD01N001
KR6174142G74,장내,1,AA,3,crd_grd,686,1-3년,Y,N,Y,derived:PRBD01N001
KR6174143A38,장내,1,AA,3,crd_grd,487,1-3년,Y,N,Y,derived:PRBD01N001
KR6174144G56,장내,1,AA,3,crd_grd,579,1-3년,Y,N,Y,derived:PRBD01N001
KR6174145E65,장내,1,AA,3,crd_grd,208,1년미만,Y,N,Y,derived:PRBD01N001
KR6174145G63,장내,1,AA,3,crd_grd,637,1-3년,Y,N,Y,derived:PRBD01N001
KR6174146D57,장내,1,AA,3,crd_grd,252,1년미만,Y,N,Y,derived:PRBD01N001
KR6174147F54,장내,1,AA,3,crd_grd,825,1-3년,Y,N,Y,derived:PRBD01N001
KR6174147G46,장내,1,AA,3,crd_grd,598,1-3년,Y,N,Y,derived:PRBD01N001
KR6174149G77,장내,1,AA,3,crd_grd,733,1-3년,Y,N,Y,derived:PRBD01N001
KR6175331G64,장내,1,AA+,2,crd_grd,287,1년미만,Y,N,Y,derived:PRBD01N001
KR6175332F56,장내,1,AA+,2,crd_grd,94,1년미만,Y,N,Y,derived:PRBD01N001
KR6176944DC7,장내,1,AA-,4,crd_grd,119,1년미만,Y,N,Y,derived:PRBD01N001
KR6176944FB4,장내,1,AA-,4,crd_grd,447,1-3년,Y,N,Y,derived:PRBD01N001
KR6176945D97,장내,1,AA-,4,crd_grd,32,1년미만,Y,N,Y,derived:PRBD01N001
KR6176945F38,장내,1,AA-,4,crd_grd,124,1년미만,Y,N,Y,derived:PRBD01N001
KR6185752FB0,장내,1,AA-,4,crd_grd,1545,3-5년,Y,N,Y,derived:PRBD01N001
KR6204322E16,장내,1,AA-,4,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR6205491F74,장내,1,AA,3,crd_grd,692,1-3년,Y,N,Y,derived:PRBD01N001
KR6205492EC0,장내,1,AA,3,crd_grd,286,1년미만,Y,N,Y,derived:PRBD01N001
KR6205492G49,장내,1,AA,3,crd_grd,595,1-3년,Y,N,Y,derived:PRBD01N001
KR6205494G47,장내,1,AA,3,crd_grd,959,1-3년,Y,N,Y,derived:PRBD01N001
KR6205496C56,장내,1,AA,3,crd_grd,264,1년미만,Y,N,Y,derived:PRBD01N001
KR6205496F12,장내,1,AA,3,crd_grd,518,1-3년,Y,N,Y,derived:PRBD01N001
KR6210521F11,장내,1,AA-,4,crd_grd,521,1-3년,Y,N,Y,derived:PRBD01N001
KR6214342D87,장내,1,AA-,4,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR6214342FA7,장내,1,AA-,4,crd_grd,791,1-3년,Y,N,Y,derived:PRBD01N001
KR622571C574,장내,1,AAA,1,crd_grd,314,1년미만,Y,N,Y,derived:PRBD01N001
KR626980J743,장내,1,AAA,1,crd_grd,3145,5-10년,Y,N,Y,derived:PRBD01N001
KR6298051EB4,장내,1,A,6,crd_grd,98,1년미만,Y,N,Y,derived:PRBD01N001
KR6310101F58,장내,1,A,6,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR6316141DB3,장내,1,AAA,1,crd_grd,91,1년미만,Y,N,Y,derived:PRBD01N001
KR6335572F30,장내,1,A+,5,crd_grd,567,1-3년,Y,N,Y,derived:PRBD01N001
KR6336261F34,장내,1,BBB,9,crd_grd,196,1년미만,Y,N,Y,derived:PRBD01N001
KR6336262F82,장내,1,BBB,9,crd_grd,735,1-3년,Y,N,Y,derived:PRBD01N001
KR6368283AA8,장내,1,AAA,1,crd_grd,1164,3-5년,Y,N,Y,derived:PRBD01N001
